;G0;G3;HA4;Prozessgas;T24
6970;0,053231587250000004;0,03340738;0,093674;0,198921;0,111392
6971;0,054859513;0,03489778675;0,08795;0,196131;0,10744
6972;0,051038231;0,03477316475;0,08109;0,194348;0,105464
6973;0,043470078499999995;0,033800164;0,074055;0,192398;0,103736
6974;0,04105922525;0,033251477749999994;0,071791;0,190863;0,103983
6975;0,04444557475;0,033295120250000004;0,069812;0,179727;0,106699
6976;0,04545223125;0,033207835;0,07065;0,174787;0,11238
6977;0,04460717075;0,033700454000000005;0,073563;0,162363;0,118061
6978;0,035827452499999995;0,03425544625;0,068418;0,149436;0,123248
6979;0,0252395165;0,0319481285;0,062309;0,139407;0,126706
6980;0,0226422015;0,03021447125;0,051287;0,13359;0,125718
6981;0,0214119405;0,027782344;0,046774;0,124855;0,11485
6982;0,020299651000000002;0,0251318785;0,044006;0,112091;0,09682
6983;0,0194919205;0,023647715;0,047043;0,112039;0,070886
6984;0,0170686655;0,022431588750000002;0,091114;0,108994;0,079733
6985;0,0149126395;0,022207132;0,096761;0,105472;0,087564
6986;0,01374438675;0,02245032;0,10637;0,107333;0,083648
6987;0,013818984;0,021228075;0,106307;0,111657;0,091835
6988;0,0164224685;0,020105540249999998;0,112139;0,132961;0,123159
6989;0,01865309175;0,0205296045;0,128749;0,15819;0,182247
6990;0,02018784875;0,023242319;0,172313;0,188254;0,186518
6991;0,0267991395;0,02554969925;0,218137;0,196219;0,180823
6992;0,04332717825;0,0305200325;0,227286;0,19929;0,176196
6993;0,052523257000000004;0,03303944525;0,200252;0,200333;0,166585
6994;0,053231587250000004;0,03340738;0,178696;0,198921;0,160534
6995;0,054859513;0,03489778675;0,167778;0,196131;0,154838
6996;0,051038231;0,03477316475;0,15469;0,194348;0,151991
6997;0,043470078499999995;0,033800164;0,14127;0,192398;0,149499
6998;0,04105922525;0,033251477749999994;0,136952;0,190863;0,149855
6999;0,04444557475;0,033295120250000004;0,133176;0,179727;0,153771
7000;0,04545223125;0,033207835;0,134775;0,174787;0,161957
7001;0,04460717075;0,033700454000000005;0,140332;0,162363;0,170144
7002;0,035827452499999995;0,03425544625;0,130517;0,149436;0,177619
7003;0,0252395165;0,0319481285;0,118863;0,139407;0,182603
7004;0,0226422015;0,03021447125;0,097838;0,13359;0,181179
7005;0,0214119405;0,027782344;0,089227;0,124855;0,165517
7006;0,020299651000000002;0,0251318785;0,083948;0,112091;0,139533
7007;0,0194919205;0,023647715;0,089742;0,112039;0,102158
7008;0,0170686655;0,022431588750000002;0,1255;0,108994;0,101244
7009;0,0149126395;0,022207132;0,130062;0,105472;0,108167
7010;0,01374438675;0,02245032;0,135591;0,107333;0,109897
7011;0,013818984;0,021228075;0,137596;0,111657;0,118983
7012;0,0164224685;0,020105540249999998;0,147085;0,132961;0,146674
7013;0,01865309175;0,0205296045;0,165828;0,15819;0,218929
7014;0,02018784875;0,023242319;0,231139;0,188254;0,218929
7015;0,0267991395;0,02554969925;0,286835;0,196219;0,212872
7016;0,04332717825;0,0305200325;0,296679;0,19929;0,209843
7017;0,052523257000000004;0,03303944525;0,281413;0,200333;0,205517
7018;0,053231587250000004;0,03340738;0,264554;0,198921;0,199892
7019;0,054859513;0,03489778675;0,249566;0,196131;0,192969
7020;0,051038231;0,03477316475;0,231255;0,194348;0,191239
7021;0,043470078499999995;0,033800164;0,214573;0,192398;0,190806
